Accession-1,Gene Name,start,end,Genes in same transcription unit,Promoters,Centisome-Position,Direction,Transcription Units,operon,promotorstart,promotorend,operon_direction
b0127,yadG,142779,143705,yadH // yadG,,3.0760386,+,yadGH,yadGH,142479,142779,+
b0128,yadH,143702,144472,yadH // yadG,,3.0959237,+,yadGH,yadGH,142479,142779,+
b0129,yadI,144577,145017,yadI,,3.1147747,+,yadI,yadI,144277,144577,+
b0130,yadE,145081,146310,yadE,,3.125633,+,yadE,yadE,144781,145081,+
b0131,panD,146314,146694,panD,panDp2 // panDp1,3.152197,-,panD // panD,panD,146694,146994,-
b0132,rpnC,146968,147870,rpnC,,3.1662867,+,yadD,rpnC,146668,146968,+
b0133,panC,147944,148795,panC // panB,panBp,3.1873133,-,panBC,panBC,149601,149901,-
b0134,panB,148807,149601,panC // panB,panBp,3.205906,-,panBC,panBC,149601,149901,-
b0135,yadC,149715,150953,yadK // yadL // yadM // yadC,yadCp,3.2254682,-,yadMLKC // yadC,yadMLKC,152812,153112,-
b0136,yadK,151003,151599,yadK // yadL // yadM // yadC,,3.2532167,-,yadMLKC,yadMLKC,152812,153112,-
b0137,yadL,151626,152231,yadK // yadL // yadM // yadC,,3.2666385,-,yadMLKC,yadMLKC,152812,153112,-
b0138,yadM,152243,152812,yadK // yadL // yadM // yadC,,3.2799315,-,yadMLKC,yadMLKC,152812,153112,-
b0139,htrE,152829,155426,htrE // yadV,yadVp3 // yadVp2 // yadVp1,3.292556,-,yadV-htrE // yadV-htrE // yadV-htrE,yadV-htrE,156201,156501,-
b0140,yadV,155461,156201,htrE // yadV,yadVp3 // yadVp2 // yadVp1,3.3492603,-,yadV-htrE // yadV-htrE // yadV-htrE,yadV-htrE,156201,156501,-
b0141,yadN,156299,156883,yadN,,3.367314,-,yadN,yadN,156883,157183,-
b0142,folK,157253,157732,folK // pcnB,pcnBp // pcnBp4 // pcnBp2 // pcnBp1 // pcnBp3,3.387867,-,pcnB-folK // pcnB-folk // pcnB-folK // pcnB-folK // pcnB-folK,pcnB-folK,159126,159426,-
b0143,pcnB,157729,159126,folK // pcnB,pcnBp // pcnBp4 // pcnBp2 // pcnBp1 // pcnBp3,3.3981218,-,pcnB-folK // pcnB-folk // pcnB-folK // pcnB-folK // pcnB-folK,pcnB-folK,159126,159426,-
b0144,gluQ,159186,160112,sfsA // gluQ // dksA,dksAp3 // dksAp1 // dksAp2,3.4295115,-,dksA-gluQ // dksA-yadB // dksA-yadB,sfsA-dksA-gluQ,161486,161786,-
b0145,dksA,160149,160604,sfsA // gluQ // dksA,dksAp3 // sfsAp // dksAp2 // dksAp1,3.4502587,-,dksA-gluQ // sfsA-dksA // dksA-yadB // dksA-yadB,sfsA-dksA-gluQ,161486,161786,-
b0146,sfsA,160782,161486,sfsA // gluQ // dksA,sfsAp,3.463896,-,sfsA-dksA,sfsA-dksA-gluQ,161486,161786,-
b0147,thpR,161501,162031,thpR,,3.479386,-,ligT,thpR,162031,162331,-
b0148,hrpB,162105,164534,hrpB,,3.492399,+,hrpB,hrpB,161805,162105,+
b0149,mrcB,164730,167264,mrcB,mrcBp,3.5489519,+,mrcB,mrcB,164430,164730,+
b0150,fhuA,167484,169727,fhuA // fhuC // fhuD // fhuB,fhuAp,3.6082842,+,fhuACDB,fhuACDB,167184,167484,+
b0151,fhuC,169778,170575,fhuA // fhuC // fhuD // fhuB,fhuAp,3.6577065,+,fhuACDB,fhuACDB,167184,167484,+
b0152,fhuD,170575,171465,fhuA // fhuC // fhuD // fhuB,fhuAp,3.6748772,+,fhuACDB,fhuACDB,167184,167484,+
b0153,fhuB,171462,173444,fhuA // fhuC // fhuD // fhuB,fhuAp,3.6939867,+,fhuACDB,fhuACDB,167184,167484,+
b0154,hemL,173602,174882,hemL,hemLp2 // hemLp1 // hemLp,3.7400908,-,hemL // hemL // hemL,hemL,174882,175182,-
b0155,clcA,175107,176528,clcA,,3.7725146,+,clcA,clcA,174807,175107,+
b0156,erpA,176610,176954,erpA,erpAp,3.8048954,+,erpA,erpA,176310,176610,+
b0157,yadS,177001,177624,mtn // btuF // yadS,mtnp2 // mtnp,3.813319,-,mnt-btuF-yadS // mnt-btuF-yadS,mtn-btuF-yadS,179153,179453,-
b0158,btuF,177662,178462,mtn // btuF // yadS,mtnp2 // mtnp,3.8275595,-,mnt-btuF-yadS // mnt-btuF-yadS,mtn-btuF-yadS,179153,179453,-
b0159,mtn,178455,179153,mtn // btuF // yadS,mtnp2 // mtnp,3.844644,-,mnt-btuF-yadS // mnt-btuF-yadS,mtn-btuF-yadS,179153,179453,-
b0160,dgt,179237,180754,dgt,dgtp2 // dgtp1,3.8614914,+,dgt // dgt,dgt,178937,179237,+
b0161,degP,180884,182308,degP,degPp,3.8969748,+,degP,degP,180584,180884,+
b0162,cdaR,182463,183620,cdaR,cdaRp,3.9309926,+,cdaR,cdaR,182163,182463,+
b0163,yaeH,183709,184095,yaeH,,3.9578366,-,yaeH,yaeH,184095,184395,-
b0164,yaeI,184257,185069,yaeI,,3.9696426,-,yaeI,yaeI,185069,185369,-
b0165,b0165,184987,185118,,,3.987068,-,,,185118,185418,-
b0166,dapD,185123,185947,map // dapD // glnD,dapDp,3.9882998,-,map-glnD-dapD // dapD,map-glnD-dapD,189506,189806,-
b0167,glnD,185978,188650,map // glnD // dapD,glnDp,4.00672,-,glnD // map-glnD-dapD,map-glnD-dapD,189506,189806,-
b0168,map,188712,189506,map // dapD // glnD,,4.065622,-,map-glnD-dapD,map-glnD-dapD,189506,189806,-
b0169,rpsB,189874,190599,tff // rpsB // tsf,rpsBp,4.090656,+,rpsB-tsf,tff-rpsB-tsf,189412,189712,+
b0170,tsf,190857,191708,tff // rpsB // tsf,rpsBp,4.1118336,+,rpsB-tsf,tff-rpsB-tsf,189412,189712,+
b0171,pyrH,191855,192580,pyrH,pyrHp,4.133334,+,pyrH,pyrH,191555,191855,+
b0172,frr,192872,193429,frr,frrp,4.155245,+,frr,frr,192572,192872,+
b0173,dxr,193521,194717,dxr // ispZ // cdsA // ispU,,4.1692266,+,dxr-uppS-cdsA,dxr-ispZU-cdsA,193221,193521,+
b0174,ispU,194903,195664,dxr // ispZ // cdsA // ispU,ispUp2 // ispUp1,4.199001,+,dxr-uppS-cdsA // uppS-cdsA // uppS-cdsA,dxr-ispZU-cdsA,193221,193521,+
b0175,cdsA,195677,196534,ispZ // dxr // cdsA // ispU,ispUp1 // ispUp2,4.215676,+,uppS-cdsA // uppS-cdsA // dxr-uppS-cdsA // cdsA,dxr-ispZU-cdsA,193221,193521,+
b0176,rseP,196546,197898,rseP,rsePp,4.2343974,+,rseP,rseP,196246,196546,+
b0177,bamA,197928,200360,dnaE // rnhB // lpxB // bamA // lpxA // fabZ // lpxD // skp,bamAp2 // bamAp1,4.2641716,+,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE // bamA,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,197628,197928,+
b0178,skp,200482,200967,dnaE // rnhB // lpxB // bamA // lpxA // fabZ // lpxD // skp,bamAp2 // hlpAp,4.3191953,+,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE // hlpA-lpxD-fabZ-lpxA,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,197628,197928,+
b0179,lpxD,200971,201996,dnaE // rnhB // lpxB // bamA // lpxA // fabZ // lpxD // skp,bamAp2 // hlpAp // lpxDp,4.32973,+,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE // hlpA-lpxD-fabZ-lpxA // lpxD,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,197628,197928,+
b0180,fabZ,202101,202556,dnaE // rnhB // lpxB // bamA // lpxA // fabZ // lpxD // skp,bamAp2 // hlpAp,4.354075,+,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE // hlpA-lpxD-fabZ-lpxA // fabZ,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,197628,197928,+
b0181,lpxA,202560,203348,dnaE // rnhB // lpxB // bamA // lpxA // fabZ // lpxD // skp,bamAp2 // hlpAp,4.3639636,+,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE // hlpA-lpxD-fabZ-lpxA,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,197628,197928,+
b0182,lpxB,203348,204496,dnaE // rnhB // lpxB // bamA // lpxA // fabZ // lpxD // skp,bamAp2,4.3809404,+,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,197628,197928,+
b0183,rnhB,204493,205089,dnaE // rnhB // lpxB // bamA // lpxA // fabZ // lpxD // skp,bamAp2,4.405608,+,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,197628,197928,+
b0184,dnaE,205126,208608,dnaE // rnhB // lpxB // bamA // lpxA // fabZ // lpxD // skp,bamAp2,4.4192457,+,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,197628,197928,+
b0185,accA,208621,209580,accA,accAp2 // accAp1,4.494542,+,accA // accA,accA,208321,208621,+
b0186,ldcC,209679,211820,ldcC,ldcCp,4.517336,+,ldcC,ldcC,209379,209679,+
b0187,yaeR,211877,212266,yaeR,,4.5646896,+,yaeR,yaeR,211577,211877,+
b0188,tilS,212331,213629,tilS,,4.5744705,+,tilS,tilS,212031,212331,+
b0189,rof,213678,213932,yaeP // rof,yaePp,4.6034904,-,yaeP-rof,yaeP-rof,214125,214425,-
b0190,yaeQ,214291,214836,nlpE // arfB // yaeQ,yaeQp,4.616697,+,yaeQ-arfB-nlpE,yaeQ-arfB-nlpE,213991,214291,+
b0191,arfB,214833,215255,nlpE // arfB // yaeQ,yaeQp,4.6283736,+,yaeQ-arfB-nlpE,yaeQ-arfB-nlpE,213991,214291,+
b0192,nlpE,215269,215979,nlpE // arfB // yaeQ,yaeQp,4.637767,+,yaeQ-arfB-nlpE,yaeQ-arfB-nlpE,213991,214291,+
b0193,yaeF,216179,217003,yaeF,,4.657372,-,yaeF,yaeF,217003,217303,-
b0194,proS,217057,218775,proS,proSp,4.6762877,-,proS,proS,218775,219075,-
b0195,trmO,218887,219594,rcsF // trmO,,4.715713,-,rcsF-trmO,rcsF-trmO,219995,220295,-
b0196,rcsF,219591,219995,rcsF // trmO,,4.7308803,-,rcsF-trmO,rcsF-trmO,219995,220295,-
b0197,metQ,220113,220928,metQ // metI // metN,metNp,4.742126,-,metNIQ,metNIQ,222645,222945,-
b0198,metI,220968,221621,metQ // metI // metN,metNp,4.7605467,-,metNIQ,metNIQ,222645,222945,-
b0199,metN,221614,222645,metQ // metI // metN,metNp,4.774464,-,metNIQ,metNIQ,222645,222945,-
b0200,gmhB,222833,223408,gmhB,gmhBp,4.800726,+,gmhB,gmhB,222533,222833,+
b0201,rrsH,223771,225312,alaV // ileV // rrsH // rrfH // rrlH,rrsHp // rrsHp2 // rrsHp1,4.8209343,+,rrsH-ileV-alaV-rrlH-rrfH // rrsH-ileV-alaV-rrlH-rrfH // rrsH-ileV-alaV-rrlH-rrfH,rrsH-ileV-alaV-rrlH-rrfH,223471,223771,+
b0202,ileV,225381,225457,alaV // ileV // rrsH // rrfH // rrlH,rrsHp // rrsHp2 // rrsHp1,4.8556204,+,rrsH-ileV-alaV-rrlH-rrfH // rrsH-ileV-alaV-rrlH-rrfH // rrsH-ileV-alaV-rrlH-rrfH,rrsH-ileV-alaV-rrlH-rrfH,223471,223771,+
b0203,alaV,225500,225575,alaV // ileV // rrsH // rrfH // rrlH,rrsHp // rrsHp2 // rrsHp1,4.8581843,+,rrsH-ileV-alaV-rrlH-rrfH // rrsH-ileV-alaV-rrlH-rrfH // rrsH-ileV-alaV-rrlH-rrfH,rrsH-ileV-alaV-rrlH-rrfH,223471,223771,+
b0204,rrlH,225759,228662,alaV // ileV // rrsH // rrfH // rrlH,rrsHp // rrlHp // rrsHp2 // rrsHp1,4.863764,+,rrsH-ileV-alaV-rrlH-rrfH // rrlH-rrfH // rrsH-ileV-alaV-rrlH-rrfH // rrsH-ileV-alaV-rrlH-rrfH,rrsH-ileV-alaV-rrlH-rrfH,223471,223771,+
b0205,rrfH,228756,228875,alaV // ileV // rrsH // rrfH // rrlH,rrsHp // rrlHp // rrsHp2 // rrsHp1,4.9283314,+,rrsH-ileV-alaV-rrlH-rrfH // rrlH-rrfH // rrsH-ileV-alaV-rrlH-rrfH // rrsH-ileV-alaV-rrlH-rrfH,rrsH-ileV-alaV-rrlH-rrfH,223471,223771,+
b0206,aspU,228928,229004,aspU,aspUp,4.932037,+,aspU,aspU,228628,228928,+
b0207,dkgB,229167,229970,dkgB,dkgBp,4.9371862,+,dkgB,dkgB,228867,229167,+
b0208,yafC,229967,230881,yafC,,4.9544215,-,yafC,yafC,230881,231181,-
b0209,yafD,231122,231922,yafE // yafD,yafDp,4.979305,+,yafDE,yafDE,230822,231122,+
b0210,yafE,231926,232549,yafE // yafD,yafDp,4.996626,+,yafDE,yafDE,230822,231122,+
b0211,mltD,232597,233955,mltD,,5.0110826,-,mltD,mltD,233955,234255,-
b0212,gloB,234027,234782,gloB,,5.04189,-,gloB,gloB,234782,235082,-
b0213,yafS,234816,235538,yafS,,5.0588884,+,yafS,yafS,234516,234816,+
b0214,rnhA,235535,236002,rnhA,rnhAp,5.074379,-,rnhA,rnhA,236002,236302,-
b0215,dnaQ,236067,236798,dnaQ,dnaQp2 // dnaQp1,5.08584,+,dnaQ // dnaQ // dnaQ,dnaQ,235767,236067,+
b0216,aspV,236931,237007,aspV,aspVp,5.104454,+,aspV,aspV,236631,236931,+
b0217,yafT,237335,238120,yafT,,5.113158,+,yafT,yafT,237035,237335,+
b0218,yafU,238746,239084,yafU,yafUp,5.1435566,-,yafU,yafU,239084,239384,-
b0219,yafV,239419,240189,yafV,yafVp,5.158056,-,yafV,yafV,240189,240489,-
b0220,ivy,240343,240816,ivy,,5.1779623,+,ivy,ivy,240043,240343,+
b0221,fadE,240859,243303,fadE,fadEp,5.1890793,-,fadE,fadE,243303,243603,-
b0222,gmhA,243543,244121,gmhA,,5.2469034,+,gmhA,gmhA,243243,243543,+
b0223,yafJ,244327,245094,yafJ,,5.263794,+,yafJ,yafJ,244027,244327,+
b0224,dpaA,245065,245805,dpaA,,5.2796936,-,ldtF,dpaA,245805,246105,-
b0225,yafQ,245961,246239,dinJ // yafQ,dinJp,5.298997,-,dinJ-yafQ,dinJ-yafQ,246502,246802,-
b0226,dinJ,246242,246502,dinJ // yafQ,dinJp,5.305051,-,dinJ-yafQ,dinJ-yafQ,246502,246802,-
b0227,yafL,246712,247461,yafL,,5.3151765,+,yafL,yafL,246412,246712,+
b0228,rayT,247637,248134,rayT,,5.335105,+,rayT,rayT,247337,247637,+
b0229,lfhA,248358,250070,lfhA,,5.3506384,-,lfhA,lfhA,250070,250370,-
b0230,lafU,250072,250827,lafU,,5.3875647,+,lafU,lafU,249772,250072,+
b0231,dinB,250898,251953,yafP // yafO // yafN // dinB,dinBp2 // dinBp,5.40536,+,dinB-yafNOP // dinB-yafNOP,dinB-yafNOP,250598,250898,+
b0232,yafN,252005,252298,yafP // yafO // yafN // dinB,dinBp2 // dinBp // yafNp,5.429209,+,dinB-yafNOP // dinB-yafNOP // yafNOP,dinB-yafNOP,250598,250898,+
b0233,yafO,252301,252699,yafP // yafO // yafN // dinB,dinBp2 // dinBp // yafNp,5.4355865,+,dinB-yafNOP // dinB-yafNOP // yafNOP,dinB-yafNOP,250598,250898,+
b0234,yafP,252709,253161,yafP // yafO // yafN // dinB,dinBp2 // dinBp // yafNp,5.444376,+,dinB-yafNOP // dinB-yafNOP // yafNOP,dinB-yafNOP,250598,250898,+
b0235,ykfJ,253467,253733,prfH // ykfJ,,5.4607067,+,ykfJ-prfH,ykfJ-prfH,253167,253467,+
b0236,prfH,253702,254202,prfH // ykfJ,,5.4657693,+,ykfJ-prfH,ykfJ-prfH,253167,253467,+
b0237,pepD,254259,255716,pepD,pepDp3 // pepDp1 // pepDp2,5.47777,-,pepD // pepD // pepD,pepD,255716,256016,-
b0238,gpt,255977,256435,gpt,gptp,5.5147824,+,gpt,gpt,255677,255977,+
b0239,frsA,256527,257771,frsA,frsAp,5.5266314,+,frsA,frsA,256227,256527,+
b0241,phoE,259045,260100,phoE,phoEp,5.580879,-,phoE,phoE,260100,260400,-
b0242,proB,260388,261491,proB // proA,,5.6098127,+,proBA,proBA,260088,260388,+
b0243,proA,261503,262756,proB // proA,,5.633835,+,proBA,proBA,260088,260388,+
b0244,thrW,262871,262946,thrW,thrWp,5.663307,+,thrW,thrW,262571,262871,+
b0245,ykfI,263328,263669,yafY // ykfI // yafW // ykfH // ykfG // yafX // ykfF // ykfB,ykfBp2 // ykfBp1 // ykfGp,5.6731524,-,ykfBF-yafX-ykfGH-yafW-ykfI // ykfBF-yafX-ykfGH-yafW-ykfI // ykfGH-yafW-ykfI // yafY-ykfBF-yafX-ykfGH-yafW-ykfI,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,266553,266853,-
b0246,yafW,263690,264007,yafY // ykfI // yafW // ykfH // ykfG // yafX // ykfF // ykfB,ykfBp2 // ykfBp1 // ykfGp,5.6809516,-,ykfBF-yafX-ykfGH-yafW-ykfI // ykfBF-yafX-ykfGH-yafW-ykfI // ykfGH-yafW-ykfI // yafY-ykfBF-yafX-ykfGH-yafW-ykfI,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,266553,266853,-
b0247,ykfG,264256,264732,yafY // ykfI // yafW // ykfH // ykfG // yafX // ykfF // ykfB,ykfBp2 // ykfBp1 // ykfGp,5.6931453,-,ykfBF-yafX-ykfGH-yafW-ykfI // ykfBF-yafX-ykfGH-yafW-ykfI // ykfGH-yafW-ykfI // yafY-ykfBF-yafX-ykfGH-yafW-ykfI,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,266553,266853,-
b0248,yafX,264748,265206,yafY // ykfI // yafW // ykfH // ykfG // yafX // ykfF // ykfB,ykfBp2 // ykfBp1,5.703745,-,ykfBF-yafX-ykfGH-yafW-ykfI // ykfBF-yafX-ykfGH-yafW-ykfI // yafY-ykfBF-yafX-ykfGH-yafW-ykfI,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,266553,266853,-
b0249,ykfF,265304,265543,yafY // ykfI // yafW // ykfH // ykfG // yafX // ykfF // ykfB,ykfBp2 // ykfBp1,5.7157235,-,ykfBF-yafX-ykfGH-yafW-ykfI // ykfBF-yafX-ykfGH-yafW-ykfI // yafY-ykfBF-yafX-ykfGH-yafW-ykfI,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,266553,266853,-
b0250,ykfB,265620,266087,yafY // ykfI // yafW // ykfH // ykfG // yafX // ykfF // ykfB,ykfBp2 // ykfBp1,5.722532,-,ykfBF-yafX-ykfGH-yafW-ykfI // ykfBF-yafX-ykfGH-yafW-ykfI // yafY-ykfBF-yafX-ykfGH-yafW-ykfI,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,266553,266853,-
b0251,yafY,266110,266553,yafY // ykfI // yafW // ykfH // ykfG // yafX // ykfF // ykfB,,5.733088,-,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,266553,266853,-
b0252,yafZ,267184,268005,ykfA // yafZ,yafZp,5.7562265,-,yafZ // ykfA-yafZ,ykfA-yafZ,268960,269260,-
b0253,ykfA,268097,268960,ykfA // yafZ,,5.775896,-,ykfA-yafZ,ykfA-yafZ,268960,269260,-
b0254,perR,269289,270182,perR,,5.8015766,-,perR,perR,270182,270482,-
b0256,insI1,270603,271754,insI1 // insN,insN-1p,5.8298855,+,insN-1p // insO1 // insI1 // insN,,270303,270603,+
b0258,ykfC,272847,273992,ykfC,,5.8782306,+,ykfC,ykfC,272547,272847,+
b0259,insH1,274101,275081,insH1,,5.9052467,-,insH-1,insH1,275081,275381,-
b0260,mmuP,275325,276728,mmuM // mmuP,,5.931617,+,mmuPM,mmuPM,275025,275325,+
b0261,mmuM,276715,277647,mmuM // mmuP,,5.9615626,+,mmuPM,mmuPM,275025,275325,+
b0262,afuC,277756,278802,insA2 // insB2 // insAB2 // afuB // afuC,,5.98399,-,insA2B2AB2-afuBC,insAB2A2B2-afuBC,279875,280175,-
b0263,afuB,278814,279162,insA2 // insB2 // insAB2 // afuB // afuC,,6.0067835,-,insA2B2AB2-afuBC,insAB2A2B2-afuBC,279875,280175,-
b0264,insB2,279178,279681,insA2 // insB2 // insAB2 // afuB // afuC,,6.0146255,-,insA2B2AB2-afuBC,insAB2A2B2-afuBC,279875,280175,-
b0265,insA2,279600,279875,insA2 // insB2 // insAB2 // afuB // afuC,,6.0237174,-,insA2B2AB2-afuBC,insAB2A2B2-afuBC,279875,280175,-
b0266,yagB,280385,280735,yagA // yagB // insX,,6.0406294,-,yagAB-insX,yagAB-insX,281983,282283,-
b0267,yagA,280829,281983,yagA // yagB // insX,,6.050195,-,yagAB-insX,yagAB-insX,281983,282283,-
b0268,yagE,282278,283186,yagF // yagE,,6.0814123,+,yagEF,yagEF,281978,282278,+
b0269,yagF,283201,285168,yagF // yagE,,6.1012974,+,yagEF,yagEF,281978,282278,+
b0270,yagG,285395,286777,yagH // yagG,,6.1485653,+,yagGH,yagGH,285095,285395,+
b0271,yagH,286789,288399,yagH // yagG,,6.178598,+,yagGH,yagGH,285095,285395,+
b0272,xynR,288404,289162,xynR,,6.2133913,-,xynR,xynR,289162,289462,-
b0273,argF,289301,290305,argF,argFp,6.232716,-,argF,argF,290305,290605,-
b0274,insB3,290649,291152,insA3 // insB3 // insAB3,,6.261758,-,insA3B3AB3,insAB3A3B3,291346,291646,-
b0275,insA3,291071,291346,insA3 // insB3 // insAB3,,6.2708488,-,insA3B3AB3,insAB3A3B3,291346,291646,-
b0276,yagJ,291500,292231,yagJ,,6.2800913,+,yagJ,yagJ,291200,291500,+
b0277,yagK,292322,292948,yagK,yagKp6,6.2978005,-,yagK,yagK,292948,293248,-
b0278,yagL,293220,293918,yagM // yagL,,6.3171477,-,yagML,yagML,294799,295099,-
b0279,yagM,293945,294799,yagM // yagL,,6.332767,-,yagML,yagML,294799,295099,-
b0280,yagN,295139,295579,yagN,,6.35849,-,yagN,yagN,295579,295879,-
b0281,intF,295696,297096,intF,,6.370491,-,intF,intF,297096,297396,-
b0282,yagP,297381,297791,yagP,,6.406792,-,yagP,yagP,297791,298091,-
b0283,paoD,297770,298726,paoA // paoB // paoC // paoD,,6.4151726,-,paoABCD,paoABCD,302573,302873,-
b0284,paoC,298736,300934,paoA // paoB // paoC // paoD,,6.4359846,-,paoABCD,paoABCD,302573,302873,-
b0285,paoB,300931,301887,paoA // paoB // paoC // paoD,,6.483274,-,paoABCD,paoABCD,302573,302873,-
b0286,paoA,301884,302573,paoA // paoB // paoC // paoD,,6.5038047,-,paoABCD,paoABCD,302573,302873,-
b0287,yagU,302991,303605,yagU,,6.527654,+,yagU,yagU,302691,302991,+
b0288,ykgJ,303853,304182,ykgJ,,6.5462255,-,ykgJ,ykgJ,304182,304482,-
b0289,ecpE,304495,305205,ecpB // ecpC // ecpD // ecpE,ecpBp2 // ecpBp1,6.5600567,-,ecpBCDE // ecpBCDE,ecpBCDE,310026,310326,-
b0290,ecpD,305174,306817,ecpB // ecpC // ecpD // ecpE,ecpBp2 // ecpBp1,6.574685,-,ecpBCDE // ecpBCDE,ecpBCDE,310026,310326,-
b0291,ecpC,306807,309332,ecpB // ecpC // ecpD // ecpE,ecpBp2 // ecpBp1,6.6098666,-,ecpBCDE // ecpBCDE,ecpBCDE,310026,310326,-
b0292,ecpB,309358,310026,ecpB // ecpC // ecpD // ecpE,ecpBp2 // ecpBp1,6.6648254,-,ecpBCDE // ecpBCDE,ecpBCDE,310026,310326,-
b0293,ecpA,310084,310671,ecpA,ecpAp,6.680466,-,ecpA,ecpA,310671,310971,-
b0294,matA,310746,311336,matA,ecpRp,6.694729,-,ecpR,matA,311336,311636,-
b0295,ykgL,312112,312339,ykgL,,6.724158,+,ykgL,ykgL,311812,312112,+
b0296,ykgM,312514,312777,ykgM // ykgO,ykgMp,6.7328186,-,ykgMO,ykgMO,312777,313077,-
b0297,eaeH,314357,315244,insF1 // insE1 // insEF1 // eaeH,,6.772524,+,eaeH-insE1EF1F1,eaeH-insE1EF1F1,314057,314357,+
b0298,insE1,315291,315590,insF1 // insE1 // insEF1 // eaeH,,6.792646,+,eaeH-insE1EF1F1,eaeH-insE1EF1F1,314057,314357,+
b0299,insF1,315587,316453,insF1 // insE1 // insEF1 // eaeH,,6.7990236,+,eaeH-insE1EF1F1,eaeH-insE1EF1F1,314057,314357,+
b0300,ykgA,316450,317136,ykgA,,6.817616,-,ykgA,ykgA,317136,317436,-
b0301,rclC,317726,318319,rclA // rclB // rclC,rclAp,6.845106,-,rclABC // rclBC,rclABC,320001,320301,-
b0303,rclB,318331,318567,rclA // rclB // rclC,rclAp,6.85814,-,rclABC // rclBC,rclABC,320001,320301,-
b0304,rclA,318676,320001,rclA // rclB // rclC,rclAp,6.865573,-,rclABC,rclABC,320001,320301,-
b0305,rclR,320227,321081,rclR,,6.8989882,+,rclR,rclR,319927,320227,+
b0306,ykgE,321608,322327,ykgG // ykgF // ykgE,,6.9287395,+,ykgEFG,ykgEFG,321308,321608,+
b0307,ykgF,322338,323765,ykgG // ykgF // ykgE,,6.944467,+,ykgEFG,ykgEFG,321308,321608,+
b0308,ykgG,323758,324453,ykgG // ykgF // ykgE,,6.97506,+,ykgEFG,ykgEFG,321308,321608,+
b0309,b0309,324408,324620,,,6.975316,-,,,324620,324920,-
b0310,ykgH,324696,325364,ykgH,,6.9952683,-,ykgH,ykgH,325364,325664,-
b0311,betA,325577,327247,betA // betB // betI,betIp,7.0142484,-,betIBA,betIBA,329334,329634,-
b0312,betB,327261,328733,betA // betB // betI,betIp,7.0505285,-,betIBA,betIBA,329334,329634,-
b0313,betI,328747,329334,betA // betB // betI,betIp,7.082543,-,betIBA,betIBA,329334,329634,-
b0314,betT,329463,331496,betT,betTp,7.0979686,+,betT,betT,329163,329463,+
b0315,pdeL,332371,333459,pdeL,pdeLp3 // pdeLp2 // pdeLp1,7.160619,+,pdeL // pdeL // pdeL,pdeL,332071,332371,+
b0316,yahB,333501,334433,yahB,,7.1849637,-,yahB,yahB,334433,334733,-
b0317,yahC,334525,335022,yahC,,7.207025,-,yahC,yahC,335022,335322,-
b0318,yahD,335280,335885,yahG // yahF // yahD // yahE,,7.2232904,+,yahDEFG,yahDEFG,334980,335280,+
b0319,yahE,335925,336788,yahG // yahF // yahE // yahD,yahEp,7.2371864,+,yahE // yahDEFG,yahDEFG,334980,335280,+
b0320,yahF,336778,338325,yahG // yahF // yahD // yahE,,7.2555633,+,yahDEFG,yahDEFG,334980,335280,+
b0321,yahG,338325,339743,yahG // yahF // yahD // yahE,,7.288892,+,yahDEFG,yahDEFG,334980,335280,+
b0322,yahH,339769,340089,yahH,,7.3200016,+,yahH,yahH,339469,339769,+
b0323,yahI,340165,341115,yahJ // yahI,,7.328533,+,yahIJ,yahIJ,339865,340165,+
b0324,yahJ,341125,342507,yahJ // yahI,,7.3492155,+,yahIJ,yahIJ,339865,340165,+
b0325,yahK,342884,343933,yahK,,7.387111,+,yahK,yahK,342584,342884,+
b0326,yahL,344176,344991,yahL,,7.414946,+,yahL,yahL,343876,344176,+
b0327,yahM,345404,345649,yahM,,7.4414024,+,yahM,yahM,345104,345404,+
b0328,yahN,345666,346337,yahN,,7.4470468,-,yahN,yahN,346337,346637,-
